KGCode,Katastralgemeinde,EZ,PLZ,Straße,ON,Gst,GstFl,ErwArt,Widmung,Bauklasse,Gebäudehöhe,Bauweise,Zusatz,Schutzzone,Wohnzone,öZ,Bausperre,seitbis,zuordnung,Geschoße,parz,Erwerbsdatum,Anteile,Zähler,Nenner,BJ,TZ,Kaufpreis,mGfl,Baureifgest,percentWidmung,Baurecht,Bis,aufEZ,Stammeinlage,sonstwid,sonstwidprz,address,one_more_time,lon,lat,price_m2,price_log,train,cluster
01105,Oberlaa Stadt,1503,1100,maennertreugasse,34,2548/1,926,Kaufvertrag,W,I,7.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,29.05.2007,NA,1,1,1990,2739/07,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"maennertreugasse, 34, vienna, austria",FALSE,16.4079161,48.1575796,518.3585313174946,9.017806497010369,1,3
01806,Mauer,5361,1230,foehrengasse,4,1282/27,778,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,17.01.2007,NA,1,1,1970,883/07,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"foehrengasse, 4, vienna, austria",FALSE,16.3682603,48.20365289999999,616.9665809768637,9.269048535284414,1,3
01806,Mauer,49,1230,maurer lange gasse,77,385,1982,Kaufvertrag,W,I,4.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,02.04.2010,NA,1,1,1920,892/2010,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"maurer lange gasse, 77, vienna, austria",FALSE,16.2665612,48.1476895,242.17961654894046,7.919933633084117,1,1
01206,Hütteldorf,957,1140,ernst-bergmann-gasse,38,529/23,713,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,20.07.2010,NA,1,1,NA,4164/2010,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ernst-bergmann-gasse, 38, vienna, austria",FALSE,16.2718026,48.202009,673.211781206171,9.394916613826718,1,1
01201,Auhof,343,1130,hoerndlwaldgasse,2,1021,583,Kaufvertrag,W,I,6.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,24.02.2012,NA,1,1,1930,571/2012,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hoerndlwaldgasse, 2, vienna, austria",TRUE,16.2601176,48.1690226,823.327615780446,9.68532280707011,1,1
01209,Ober St.Veit,2434,1130,jennerplatz,14,990/2,641,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,24.07.2015,NA,1,1,NA,2339/15,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"jennerplatz, 14, vienna, austria",TRUE,16.2604787,48.1753459,748.8299531981279,9.548494333651865,1,1
01301,Altmannsdorf,985,1120,nauheimergasse,26,294/14,294,Kaufvertrag,W,I,7.5,gr,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,10.08.2012,NA,1,1,NA,20907/12,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"nauheimergasse, 26, vienna, austria",TRUE,16.3313488,48.1581086,1632.6530612244899,10.673002535434241,1,3
01651,Aspern,1290,1220,trollblumengasse,21,1091/175,814,Kaufvertrag,W,I,6.5,o gk,200 m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,15.05.2013,NA,1,1,NA,3392/13,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"trollblumengasse, 21, vienna, austria",FALSE,16.4640527,48.2115518,589.6805896805897,9.20378989600436,1,4
01806,Mauer,5883,1230,august-greiml-weg,17,597/254,431,Kaufvertrag,W,I,3.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,26.09.2013,NA,1,1,NA,2860/13,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"august-greiml-weg, 17, vienna, austria",FALSE,16.2664369,48.1551093,1113.6890951276102,10.121130821181508,1,1
01805,Liesing,998,1230,brueder-heindl-gasse,4,211/76,552,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,27.11.2013,NA,1,1,NA,210/14,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"brueder-heindl-gasse, 4, vienna, austria",TRUE,16.2861427,48.132331,869.5652173913044,9.764150423492437,1,1
01208,Oberbaumgarten,88,1140,ernst-bergmann-gasse,14,133/8,376,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,28.11.2014,NA,1,1,1935,31/15,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ernst-bergmann-gasse, 14, vienna, austria",TRUE,16.2746205,48.2004859,1276.595744680851,10.318086028592969,1,1
01201,Auhof,1514,1130,dr.-schober-strasse,61,1850,712,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,23.07.2015,NA,1,1,NA,2195/15,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"dr.-schober-strasse, 61, vienna, austria",FALSE,16.2661823,48.1635483,674.1573033707865,9.396941449304208,1,1
01202,Breitensee,1003,1140,torricelligasse,11,344/14,362,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,27.10.2015,NA,1,1,NA,6486/15,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"torricelligasse, 11, vienna, austria",FALSE,16.292528,48.202273,1325.9668508287293,10.372828993187401,1,1
01668,Süßenbrunn,770,1220,weingartenallee,10,252/159,388,Kaufvertrag,GS,NA,NA,NA,100 m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,25.06.2014,NA,1,1,NA,593/16,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"weingartenallee, 10, vienna, austria",FALSE,16.4982589,48.2840973,1237.1134020618556,10.272762038083478,1,4
01652,Breitenlee,737,1220,am heidjoechl,19,569/11,519,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,23.08.2016,NA,1,1,NA,5038/16,480000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"am heidjoechl, 19, vienna, austria",TRUE,16.4872833,48.2374653,924.8554913294797,9.853084151912725,1,4
01803,Inzersdorf,3099,1230,kronfussgasse,6,1153/3,504,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,24.05.2016,NA,1,2,NA,2527/16,479800,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kronfussgasse, 6, vienna, austria",FALSE,16.3623066,48.144603,475.9920634920635,8.894793708568242,0,NA
01501,Gersthof,795,1180,schindlergasse,56,183/6,416,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,31.07.1997,1/1,1,1,0,4741/97,479640.7,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schindlergasse, 56, vienna, austria",FALSE,16.3217955,48.2308427,1152.982451923077,10.171154840395737,1,2
01216,Weidlingau,181,1140,muehlbergstrasse,22,56/32,1459,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,21.11.2001,NA,1,1,0,546/02,479640.7,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"muehlbergstrasse, 22, vienna, austria",FALSE,16.2098213,48.2063979,328.7461960246744,8.360830390618938,1,1
01204,Hadersdorf,1389,1140,genossenschaftsstr.,20,547,1015,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,29.03.1999,NA,1,1,0,3207/99,479459,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"genossenschaftsstr., 20, vienna, austria",FALSE,16.2386687,48.212566,472.37339901477833,8.883783913633385,1,1
01651,Aspern,5061,1220,kanalstrasse,23,1266/19,394,Kaufvertrag,GS,NA,NA,NA,80 m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,17.11.2014,NA,1,1,NA,5478/14,479000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kanalstrasse, 23, vienna, austria",FALSE,16.4555897,48.2103413,1215.736040609137,10.247614310941891,0,NA
01201,Auhof,1321,1130,eyslergasse,31,2481,439,Kaufvertrag,W,I,6.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,27.07.2015,NA,1,1,NA,2562/15,479000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"eyslergasse, 31, vienna, austria",TRUE,16.2755407,48.1626305,1091.116173120729,10.091589000862909,1,1
01806,Mauer,2345,NA,anton-krieger-gasse,108,1441/1,924,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,16.10.2004,NA,1,1,1900,153/05,478000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anton-krieger-gasse, 108, vienna, austria",FALSE,16.2673303,48.1433089,517.3160173160173,9.014902051226779,1,1
01651,Aspern,3671,1220,resedaweg,67,610/397,997,Kaufvertrag,W,I,NA,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,13.10.2015,NA,1,1,NA,5467/15,477500,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"resedaweg, 67, vienna, austria",FALSE,16.494805,48.2334316,478.9368104312939,8.903691513187002,1,4
01401,Dornbach,2414,1170,kleegasse,16,634/38,485,Kaufvertrag,GS,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,11.03.2008,NA,1,1,NA,2501/08,476100,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kleegasse, 16, vienna, austria",FALSE,16.2856821,48.229971,981.6494845360825,9.939064166256573,1,2
01665,Stadlau,888,1220,sonnenblumengasse,30,478/157,780,Kaufvertrag,GS,NA,NA,NA,80m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,27.10.2011,NA,1,1,NA,6072/11,476000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"sonnenblumengasse, 30, vienna, austria",FALSE,16.4402304,48.2250052,610.2564102564103,9.25327173422042,0,NA
01806,Mauer,1487,1230,anton-krieger-gasse,83,1477/2,1254,Kaufvertrag,W,I,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,29.07.2004,NA,1,1,1920,2279/2004,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anton-krieger-gasse, 83, vienna, austria",FALSE,16.2695927,48.1426828,378.7878787878788,8.565246355078358,1,1
01801,Atzgersdorf,1259,1230,chromygasse,11,1029/44,512,Kaufvertrag,W,I,7.5,ogk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,12.08.2005,NA,1,1,1990,2979/2005,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"chromygasse, 11, vienna, austria",FALSE,16.3069034,48.1556795,927.734375,9.857567987880397,1,3
01651,Aspern,3737,1220,lavendelweg,18,610/433,929,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,12.07.2010,NA,1,1,NA,NA,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"lavendelweg, 18, vienna, austria",FALSE,16.4943332,48.227732,511.30247578040905,8.998033201497744,1,4
01405,Ottakring,4366,1160,pschorngasse,16,447/1,525,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,08.09.2011,NA,1,1,NA,5522/2011,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"pschorngasse, 16, vienna, austria",FALSE,16.2960852,48.217529,904.7619047619048,9.821394375326912,1,2
01803,Inzersdorf,2700,1230,schwarzenhaidestrasse,103,515/436,516,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,21.05.2014,NA,1,1,NA,2560/14,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schwarzenhaidestrasse, 103, vienna, austria",TRUE,16.3240721,48.1447282,920.5426356589147,9.846340732457143,1,3
01606,Groß Jedlersdorf I,1705,1210,grossbauerstrasse,29,555/15,504,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,11.07.2014,NA,1,1,NA,3627/14,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"grossbauerstrasse, 29, vienna, austria",FALSE,16.4160231,48.28151099999999,942.4603174603175,9.880288064380482,0,NA
01206,Hütteldorf,2726,1140,ziestgasse,8,1516/1,532,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,05.11.2014,NA,1,1,NA,6042/14,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ziestgasse, 8, vienna, austria",TRUE,16.2619078,48.2171751,892.8571428571429,9.802285552379209,1,1
01206,Hütteldorf,1463,1140,jupiterweg,52,781/653,460,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,23.04.2015,NA,1,1,NA,2235/15,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"jupiterweg, 52, vienna, austria",TRUE,16.2505486,48.2109629,1032.608695652174,10.012077936936022,1,1
01102,Inzersdorf Stadt,1669,1100,altomontegasse,46,586/69,944,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,12.10.2015,NA,1,1,1950,4583/2015,475000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"altomontegasse, 46, vienna, austria",TRUE,16.3326655,48.161912,503.1779661016949,8.974924938518557,1,3
01651,Aspern,2339,1220,bahnfeldweg,28,575/19,1197,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,03.07.2012,NA,1,1,NA,23287/12,473000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bahnfeldweg, 28, vienna, austria",FALSE,16.4809476,48.234235,395.1545530492899,8.62627322105798,1,4
01806,Mauer,1571,1230,dreistaendegasse,25,1519/1,1065,Kaufvertrag,W,I,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,18.09.2002,NA,1,1,1960,3130/02,472375,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"dreistaendegasse, 25, vienna, austria",FALSE,16.2684579,48.1434947,443.54460093896716,8.792935372808849,1,1
01503,Heiligenstadt,343,1190,grinzinger strasse,64,123,880,Kaufvertrag,WI/GBI,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,18.06.1990,1/1,1,1,1870,4632/90,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"grinzinger strasse, 64, vienna, austria",TRUE,16.3530346,48.25359419999999,536.7879545454546,9.068208487779819,1,2
01806,Mauer,1626,1230,schmiedeckgasse,3,626/2,790,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,22.06.1990,1/1,1,1,0,2791/90,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schmiedeckgasse, 3, vienna, austria",TRUE,16.2626729,48.152701,597.9410126582279,9.223859358240013,1,1
01502,Grinzing,832,1190,leopold-steiner-g.,35,450/63,364,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,14.08.1991,1/1,1,1,1947,5142/91,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"leopold-steiner-g., 35, vienna, austria",TRUE,16.3370553,48.2510091,1297.729120879121,10.341773561105782,1,2
01204,Hadersdorf,1430,1140,einfahrtstrasse,75,677,1473,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,08.08.1991,1/1,1,1,0,7199/91,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"einfahrtstrasse, 75, vienna, austria",TRUE,16.2374568,48.21585289999999,320.687983706721,8.32502648626863,1,1
01510,Pötzleinsdorf,70,1180,poetzleinsdorfer str.,132,530/1,943,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,WAHR,seit 12.7.1990,"Ein-, Zweifamilienhaus",NA,NA,08.01.1992,1/1,1,1,1900,1331/92,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"poetzleinsdorfer str., 132, vienna, austria",TRUE,16.3032502,48.2437313,500.9261930010605,8.968454240629383,1,2
01512,Unterdöbling,261,1190,pfarrwiesengasse,17,141/3,297,Kaufvertrag,WIII/GBIII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,WAHR,seit 10.1.1991,"Ein-, Zweifamilienhaus",NA,NA,12.05.1992,1/1,1,1,1900,2723/92,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"pfarrwiesengasse, 17, vienna, austria",TRUE,16.3458659,48.24622429999999,1590.4828282828285,10.635249080503712,1,2
01207,Lainz,912,1130,steinlechnergasse,33,76/7,471,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,06.07.1993,1/1,1,1,0,4793/93,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"steinlechnergasse, 33, vienna, austria",TRUE,16.2831916,48.1750033,1002.9159235668791,9.969984951691695,1,1
01207,Lainz,784,1130,hansi-niese-weg,7,221/11,459,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,05.11.1992,1/1,1,1,0,6205/93,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hansi-niese-weg, 7, vienna, austria",TRUE,16.2867316,48.1794971,1029.1359477124183,10.007217857890671,0,NA
01804,Kalksburg,169,1230,guetenbachstrasse,7,281/1,1619,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,21.10.1994,1/1,1,1,1960,3729/94,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"guetenbachstrasse, 7, vienna, austria",TRUE,16.2404074,48.1394856,291.76862260654724,8.188680931001912,1,1
01214,Unterbaumgarten,260,1140,guldengasse,9,3/5,1058,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,13.07.1994,1/1,1,1,0,3951/95,472373.4,0,FALSCH,30,FALSCH,NA,NA,FALSCH,NA,NA,"guldengasse, 9, vienna, austria",TRUE,16.2813044,48.1946385,446.47769376181475,8.802444289190452,1,1
01512,Unterdöbling,428,1190,zehenthofgasse,37,388/8,382,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,07.02.1996,1/1,1,1,0,2084/96,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"zehenthofgasse, 37, vienna, austria",TRUE,16.3459611,48.2490019,1236.5795811518326,10.27213937326873,1,2
01201,Auhof,2191,1130,oskar-jascha-gasse,41,2169,418,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,N,15.05.1997,1/1,1,1,1996,3132/97,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"oskar-jascha-gasse, 41, vienna, austria",FALSE,16.2660692,48.1595917,1130.0799043062202,10.142209069223595,1,1
01405,Ottakring,3947,1160,paulinensteig,39,447/4,1092,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,06.08.1997,NA,1,1,0,1241/98,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"paulinensteig, 39, vienna, austria",FALSE,16.2956915,48.2184538,432.57637362637365,8.756811060384626,1,2
01807,Rodaun,674,1230,aumuehlstrasse,35,92/40,536,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,06.05.1998,NA,1,1,1996,1885/98,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"aumuehlstrasse, 35, vienna, austria",FALSE,16.267748,48.1373817,881.2936567164179,9.783479010846706,1,1
01207,Lainz,350,1130,veitingergasse,51,330/9 u. 330/80,931,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,06.07.1998,NA,1,1,1950,2329/98,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"veitingergasse, 51, vienna, austria",FALSE,16.275108,48.1794945,507.3828141783029,8.986930843745684,0,NA
01209,Ober St.Veit,1966,1130,gogolgasse,35,1195/22,575,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,25.09.1998,NA,1,1,0,2693/98,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gogolgasse, 35, vienna, austria",FALSE,16.2763957,48.182316899999996,821.5189565217391,9.682150055472741,1,1
01206,Hütteldorf,2671,1140,grasmueckenweg,3,1346/1,824,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,21.09.2001,NA,1,1,0,987/02,472373.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"grasmueckenweg, 3, vienna, austria",FALSE,16.2568258,48.2185223,573.2686893203884,9.16306767412126,0,NA
01209,Ober St.Veit,47,1130,girzenberggasse,3,97/1,586,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,17.09.1991,1/1,1,1,0,1282/92,471646.7,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"girzenberggasse, 3, vienna, austria",TRUE,16.2654749,48.1833538,804.8578498293516,9.65259019355445,1,1
01806,Mauer,5107,1230,isoppgasse,10,1503/32,684,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,15.10.2009,NA,1,1,1940,3880/2009,471000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"isoppgasse, 10, vienna, austria",TRUE,16.2726199,48.1435617,688.5964912280701,9.427515019388972,0,NA
01208,Oberbaumgarten,505,1140,kinkplatz,10,107/4,485,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,04.04.1995,1/1,1,1,0,7185/95,470193.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kinkplatz, 10, vienna, austria",TRUE,16.2756172,48.1994452,969.4707216494845,9.921053518876349,1,1
01201,Auhof,2103,1130,jaunerstrasse,38,1905,695,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,07.05.2008,NA,1,1,1950,1517/2008,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"jaunerstrasse, 38, vienna, austria",FALSE,16.3408552,48.2007227,676.2589928057554,9.401432063616216,1,3
01665,Stadlau,940,1220,an der unteren alten donau,135,478/210,1159,Kaufvertrag,GS,NA,NA,NA,80m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,23.04.2008,NA,1,1,NA,4337/08,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"an der unteren alten donau, 135, vienna, austria",FALSE,16.4365004,48.2239342,405.52200172562556,8.663636380220614,1,5
01201,Auhof,2222,1130,anatourgasse,6,2362,413,Kaufvertrag,W,I,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,05.11.2004,NA,1,1,1970,2553/2004,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anatourgasse, 6, vienna, austria",FALSE,16.2687717,48.1580792,1138.0145278450364,10.152303259807642,1,1
01213,Speising,509,1130,bergheidengasse,3,370/2,1445,Kaufvertrag,W,I,7.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,13.05.2005,NA,1,1,1900,1185/2005,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bergheidengasse, 3, vienna, austria",FALSE,16.2900373,48.1699783,325.25951557093424,8.345447453839046,1,1
01613,Leopoldau,27,1210,leopoldauer strasse,27,78,1956,Kaufvertrag,GB,I,6.5,g,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,06.05.2008,NA,1,1,NA,2332/2008,470000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"leopoldauer strasse, 27, vienna, austria",FALSE,16.4076992,48.2584991,240.28629856850716,7.908610576274853,0,NA
